participant_id,condition,item,question,text,codes
6a0e73f23463fbfd2d3fad26,reflection-task,pooled,manipulation (pooled),yes needed more concentration,UNCODED
59e879752f63d30001c8fb9f,reflection-task,pooled,manipulation (pooled),I'm glad it asked me about how stessful it was,UNCODED
6a01836a5b9dd1d277f9bb9b,reflection-task,pooled,manipulation (pooled),no,no_change
6a258e58da162873e87be594,reflection-task,pooled,manipulation (pooled),"I think I read the scenario and consider what I feel is correct but ask the model and when it gives me a suggestion that contradicts what I think, I ask it again",UNCODED
6a0391221d9e1acf4cddf176,reflection-task,pooled,manipulation (pooled),no,no_change
65537e14439274fe5036b4d2,reflection-task,pooled,manipulation (pooled),It didnt make a difference to how i saw the task,no_change
63d7c110ae88487271c4bfd1,reflection-task,pooled,manipulation (pooled),"Not hugely, but it reminded me that it was prob set up to make some mistakes to see if I was checking.",UNCODED
666ead197fa250fa7cffe77a,reflection-task,pooled,manipulation (pooled),it didn't,no_change
69fcf284ba393d763498206c,reflection-task,pooled,manipulation (pooled),it did not,no_change
69e77eeca0f0281b1d24813f,reflection-task,pooled,manipulation (pooled),left me totally confused if im being honest,UNCODED
69e7cca9182bc6179eefff1d,reflection-task,pooled,manipulation (pooled),no difference.,no_change
6a0cbcf2dfec28ecd231ff80,reflection-task,pooled,manipulation (pooled),no,no_change
66d4407f31981698998d25d8,reflection-task,pooled,manipulation (pooled),IT did very well,UNCODED
59269aac7724de000109190f,reflection-task,pooled,manipulation (pooled),not sure,UNCODED
6a202e14d9aec81592aba952,reflection-task,pooled,manipulation (pooled),It made me more careful with my choices and forced me to double check my logic behind my decisions .,more_careful
6a1ca4ab0a23bbbf31ce1110,reflection-task,pooled,manipulation (pooled),None,no_change
665ed3e9a6d856341025d5e1,reflection-task,pooled,manipulation (pooled),Because I had to really check and understand the justification,UNCODED
5b9d57e5737d030001ad2cbf,reflection-task,pooled,manipulation (pooled),"I HATED the post task reflection, what w as of time having to type 100 characters EVERY TIME",UNCODED
69f3b68053fe890f8a646b79,reflection-task,pooled,manipulation (pooled),It didnt really,no_change
5a4574fb817d1800018d1635,reflection-task,pooled,manipulation (pooled),It hasn't.,UNCODED
6a21e26cfd79d5e984741038,reflection-task,pooled,manipulation (pooled),not much,no_change
5db8ffe349e506000ab230e2,reflection-task,pooled,manipulation (pooled),Not at all,no_change
6a01a4b08b201b568f23c56e,reflection-task,pooled,manipulation (pooled),"It confirmed that AI is frustrating and very easy to just assume is correct, and when having to use it, a task is so much more tiring as you effectively have to do it twice",slowed_friction
664a0d8b5ef52adae600c9fa,reflection-task,pooled,manipulation (pooled),Not really very much,no_change
69fa15c79a2799256f5942b5,reflection-task,pooled,manipulation (pooled),It made me think about how I tackle problems,more_careful
6a218fa8083eb457d008e2b4,reflection-task,pooled,manipulation (pooled),It was muchh harder than I thought. I didnt like that fact I had to use AI so much.,UNCODED
63e68adecf06a17a744aad3c,reflection-task,pooled,manipulation (pooled),It made no change to how I understood the task.,no_change
5982eef79dfc3e00011d81e0,reflection-task,pooled,manipulation (pooled),It made me rethink my original answers.,UNCODED
69f48e4739570aa2f9efbcc1,reflection-task,pooled,manipulation (pooled),The post reflection task made me think that the point of the task was to become increasingly frustrated and inpatient with the task and to rely on AI more in the later questions.,more_careful;slowed_friction
64481bca476d6bfbae2066e2,reflection-task,pooled,manipulation (pooled),in a positive way,UNCODED
6a1bc766ef0d7920efdec396,reflection-task,pooled,manipulation (pooled),It was a lot more complicated than i imagined before starting this.,UNCODED
69f4be9a3c29e1891011777b,reflection-task,pooled,manipulation (pooled),I should have tried harder to answer myself,UNCODED
671c1c699ca32031a83014e8,reflection-task,pooled,manipulation (pooled),I fully used AI to scan through the information and find the relevant parts needed to work out the answer. 100% AI used.,UNCODED
6a46c4af0e50130ea46ff2e5,reflection-task,pooled,manipulation (pooled),"It made me more aware of using the AI to check it's own work, provide the justification and outline the steps it took.",more_careful
6a05f99c631ebdf67b5a0e72,reflection-task,pooled,manipulation (pooled),it helped me understand the task and how it worked,UNCODED
69f3ea80805d1a5c20d5dc2d,reflection-task,pooled,manipulation (pooled),"At the end, and I wish I did this at the start, I wish I would have copied and pasted the justifications from AI as that was probably more what you were looking for.",UNCODED
680e1b9a36b987121bbc9c9a,reflection-task,pooled,manipulation (pooled),it didn't really have an influence as i didn't have time to reflect further,UNCODED
6a1dafb1d5c6c593aebccf80,reflection-task,pooled,manipulation (pooled),I'm not really sure it did but I'm not sure.,UNCODED
6a15dcd14c68c56fac0960da,reflection-task,pooled,manipulation (pooled),the more we did the more I realised I could trust the AI.,UNCODED
63d3fb730f03adf8b4a28a37,reflection-task,pooled,manipulation (pooled),It did not really change the way I understood the task,no_change
68a5eefd236f1c08d08ffce6,reflection-task,pooled,manipulation (pooled),The task took significantly longer than what I expected.,UNCODED
5a402a0258be2b0001983b5e,reflection-task,pooled,manipulation (pooled),no change in my understanding,no_change
69ef97b25c6d974beccd7e7b,reflection-task,pooled,manipulation (pooled),It did not,no_change
6674bd2b56aae0985600d533,reflection-task,pooled,manipulation (pooled),"Not really, I think I just struggled to understand the task questions.",UNCODED
62d6f7750e080077c33e150b,reflection-task,pooled,manipulation (pooled),no.,no_change
69fc78f4d53d5c9d17e65e46,reflection-task,pooled,manipulation (pooled),made me think more about how i came to that answer,more_careful
6a0b69810f6ce3f1814295e2,reflection-task,pooled,manipulation (pooled),The post reflection made me realise how strong AI was compared other myself but it couldn't necessarily work things out properly without accurate human instruction.,UNCODED
6299f89b3e1728339a42725a,reflection-task,pooled,manipulation (pooled),Perhaps it was designed to test my capabilities and how much I would rely on AI when feeling overwhelmed.,UNCODED
6a0588c47fa42e9df12e0ea9,reflection-task,pooled,manipulation (pooled),It enphasised how much i relied on th AI,UNCODED
6a05b83fc83d531b41447965,reflection-task,pooled,manipulation (pooled),After ignoring the Ai inputs i could then think of a solution that made sense to me,UNCODED
5994d7d9c825cf0001d7dd30,reflection-task,pooled,manipulation (pooled),It didn't really as I didn't always read it,no_change
66eada82e2a59d472d2dd086,reflection-task,pooled,manipulation (pooled),it didnt,no_change
6a1e72ab2466d2972cce1610,reflection-task,pooled,manipulation (pooled),didnt,no_change
60b7d053a787ce9076e74227,reflection-task,pooled,manipulation (pooled),I think I am realising that the AI might not have been correct immediately and maybe if I pushed back it would've potentially changed its answer to some of them.,UNCODED
69f47c9ad9e8281561903d39,reflection-task,pooled,manipulation (pooled),It made me re question whether what I was doing was right,UNCODED
6a1cb568ab1871e6d6041a6e,reflection-task,pooled,manipulation (pooled),it did really have an effect,UNCODED
